player_id,display_name,dribbling_base,dribbling_sas,defending_base,defending_sas,passing_base,passing_sas,shooting_base,shooting_sas
dynamic_barkhuizen,T. Barkhuizen (Valenciennes FC),59,57,49,49,59,58,58,62
dynamic_smith,M. Smith (Valenciennes FC),60,60,45,45,57,57,63,63
dynamic_thomsen,N. Thomsen (Valenciennes FC),62,62,55,58,63,63,62,64
dynamic_thelander,R. Thelander (Valenciennes FC),53,51,58,60,53,53,51,52
dynamic_rivierez,J. Rivierez (Valenciennes FC),57,57,63,63,59,59,46,46
dynamic_scavone,M. Scavone (Valenciennes FC),62,63,59,60,67,67,57,56
dynamic_s. ojeda,S. Ojeda (Valenciennes FC),56,56,61,64,54,55,49,51
dynamic_ciofani m.,M. Ciofani (Valenciennes FC),60,61,60,61,60,60,55,54
dynamic_gori,M. Gori (Valenciennes FC),64,64,62,62,63,63,56,56
dynamic_villagra,C. Villagra (Valenciennes FC),65,65,44,47,61,61,60,62
dynamic_martinez,P. Martinez (Valenciennes FC),56,56,63,63,58,58,48,48
dynamic_cappelletti,D. Cappelletti (Valenciennes FC),59,59,62,65,60,59,53,51
dynamic_william,William Henrique (Valenciennes FC),61,61,43,43,57,57,60,60
dynamic_mac intosch,C. Mac-Intosch (Valenciennes FC),58,55,64,61,60,57,49,47
dynamic_vet,J. Vet (Valenciennes FC),63,63,64,64,61,61,60,60
dynamic_edgar costa,Edgar Costa (Valenciennes FC),65,65,53,53,63,63,58,58
dynamic_anderson,D. Anderson (Valenciennes FC),60,60,58,58,60,60,55,55
dynamic_silva,H. Silva (Valenciennes FC),63,63,59,61,60,59,55,54
dynamic_alex vallejo,Álex Vallejo (Valenciennes FC),64,64,60,60,65,65,54,54
dynamic_david simón,David Simón (Valenciennes FC),60,61,62,63,60,61,53,53
dynamic_boulenger,B. Boulenger (Valenciennes FC),59,59,60,60,59,60,48,48
dynamic_ninković,N. Ninković (Valenciennes FC),63,63,51,54,65,65,61,63
dynamic_yablonski,E. Yablonskiy (Valenciennes FC),61,58,62,63,65,65,55,55
dynamic_jan,D. Jan (Valenciennes FC),60,60,48,51,55,54,65,63
dynamic_giacomelli,S. Giacomelli (Valenciennes FC),65,65,50,53,62,63,60,62
dynamic_curado,M. Curado (Valenciennes FC),52,53,62,63,58,58,49,48
dynamic_mattiello,F. Mattiello (Valenciennes FC),63,65,58,59,64,66,55,55
dynamic_garcia tena,Pol García (Valenciennes FC),58,58,62,62,59,59,48,48
dynamic_slivka,V. Slivka (Valenciennes FC),63,63,56,56,64,64,58,58
dynamic_thales,Thales (Valenciennes FC),54,54,65,65,53,53,50,50
dynamic_ianson,Ianson (Valenciennes FC),55,55,67,67,58,58,50,50
dynamic_d. jardel,Diego Jardel (Valenciennes FC),66,66,49,49,65,65,62,62
dynamic_ndiaye,M. N'Diaye (Valenciennes FC),65,62,66,65,63,60,53,52
dynamic_campana,L. Campana (Valenciennes FC),60,62,46,49,54,56,62,63
dynamic_lemos,D. Lemos (Valenciennes FC),62,62,61,64,60,59,53,51
dynamic_rosales,S. Rosales (Valenciennes FC),65,66,44,45,61,61,58,57
dynamic_borrello,B. Borrello (Valenciennes FC),63,63,45,45,54,55,58,58
dynamic_s. salazar,S. Salazar (Valenciennes FC),63,63,58,61,64,65,57,59
dynamic_p. lima,P. Lima (Valenciennes FC),55,54,62,61,57,56,48,47
dynamic_huntington,P. Huntington (Valenciennes FC),56,55,62,61,57,56,42,41
dynamic_marciel,Marciel (Valenciennes FC),65,65,56,56,68,68,60,60
dynamic_nalini,A. Nalini (Valenciennes FC),64,61,53,52,61,58,59,58
dynamic_pasini,N. Pasini (Valenciennes FC),58,58,64,67,58,58,49,51
dynamic_andrievsky,O. Andrievskyi (Valenciennes FC),62,59,57,58,67,67,59,63
dynamic_mossa,Mossa (Valenciennes FC),61,61,63,63,60,60,45,45
dynamic_juan villar,Juan Villar (Valenciennes FC),60,60,46,46,58,58,62,62
dynamic_cristiano,Cris Silva (Valenciennes FC),60,60,52,52,60,60,55,55
dynamic_eduardo neto,Eduardo Neto (Valenciennes FC),62,62,62,62,65,65,57,57
dynamic_d. diaz,D. Díaz (Valenciennes FC),63,63,49,52,64,63,63,61
dynamic_varga,R. Varga (Valenciennes FC),61,59,51,53,60,60,62,63
dynamic_puttinan,Puttinan Wannasri (True Bangkok United FC),61,61,64,64,60,60,47,47
dynamic_jean patrick,Jean Patrick (True Bangkok United FC),63,63,60,60,62,62,66,66
dynamic_mousset,L. Mousset (True Bangkok United FC),60,62,40,43,58,60,60,61
dynamic_j. jimenez,Javi Jiménez (True Bangkok United FC),62,62,56,56,62,62,49,49
dynamic_j. vigário,João Vigário (True Bangkok United FC),63,63,55,55,58,58,63,63
dynamic_murgia,A. Murgia (True Bangkok United FC),64,61,60,59,64,61,60,59
dynamic_edera,S. Edera (True Bangkok United FC),65,65,48,51,60,61,60,62
dynamic_diousse,A. Dioussé (AJ Auxerre),61,58,60,59,63,60,50,49
dynamic_palombi,S. Palombi (AJ Auxerre),63,63,43,46,58,59,63,65
dynamic_jallow,L. Jallow (AJ Auxerre),60,57,45,44,58,55,62,61
dynamic_dalmonte,N. Dalmonte (AJ Auxerre),62,62,42,45,60,60,62,64
dynamic_ekpai,U. Ekpai (AJ Auxerre),59,61,50,53,55,57,56,59
dynamic_d. nazon,D. Nazon (AJ Auxerre),60,60,43,46,53,52,63,61
dynamic_denis,D. Rodríguez (AJ Auxerre),65,65,50,50,60,60,66,66
dynamic_giovanny,Giovanny (AJ Auxerre),66,66,48,48,58,58,60,60
dynamic_a. scully,A. Scully (AJ Auxerre),62,59,51,50,60,57,63,62
dynamic_smeets,B. Smeets (AJ Auxerre),68,68,51,51,65,66,61,61
dynamic_kuwas,B. Kuwas (AJ Auxerre),62,62,42,42,59,60,59,59
dynamic_paixao,Marco Paixão (AJ Auxerre),61,61,45,45,55,55,67,67
dynamic_j. calavera,Jordi Calavera (AJ Auxerre),62,62,56,56,58,58,50,50
dynamic_leandrinho,Leandrinho (AJ Auxerre),67,67,48,48,67,67,58,58
dynamic_dell orco,C. Dell'Orco (AJ Auxerre),60,57,61,58,61,58,49,47
dynamic_salahli,A. Salahli (AJ Auxerre),60,57,62,61,60,57,53,52
dynamic_gogia,A. Gogia (AJ Auxerre),65,62,51,50,63,60,57,56
dynamic_hackman,E. Hackman (AJ Auxerre),60,57,59,60,57,57,49,49
dynamic_murillo,J. Murillo (AJ Auxerre),59,59,60,60,61,59,47,46
dynamic_l. escalante,L. Escalante (AJ Auxerre),69,71,43,46,63,65,58,59
dynamic_g. fratta,G. Fratta (AJ Auxerre),52,52,62,62,60,58,53,52
dynamic_moya,J. Moya (AJ Auxerre),60,60,46,49,55,56,64,66
dynamic_suliman,E. Suliman (AJ Auxerre),60,57,60,61,65,65,47,47
dynamic_costa,F. Costa (AJ Auxerre),61,61,60,60,60,60,53,53
dynamic_mejias,J. Mejías (AJ Auxerre),60,60,62,62,53,53,43,43
dynamic_j. villamarin,J. Villamarín (AJ Auxerre),61,61,43,43,56,56,66,66
dynamic_henriquez,F. Henríquez (AJ Auxerre),63,60,61,58,60,57,63,61
dynamic_k. sibille,K. Sibille (AJ Auxerre),60,61,60,62,62,63,46,47
dynamic_asier etxaburu,Asier Etxaburu (AJ Auxerre),67,67,53,53,66,66,58,58
dynamic_l. sosa,L. Sosa (AJ Auxerre),66,68,49,52,64,66,62,63
dynamic_arthur h.,Arthur Henrique (AJ Auxerre),64,64,56,56,61,61,50,50
dynamic_stewart,K. Stewart (AJ Auxerre),62,62,60,60,64,62,49,48
dynamic_geminiani,L. Geminiani (AJ Auxerre),63,65,60,63,56,58,56,57
dynamic_chaibi,I. Chaïbi (AJ Auxerre),65,64,49,48,61,60,66,65
dynamic_pité,Pité (AJ Auxerre),63,63,58,58,60,60,66,66
dynamic_bruno savio,Bruno Sávio (AJ Auxerre),62,62,48,48,60,60,63,63
dynamic_haghverdi,H. Haghverdi (AJ Auxerre),50,51,60,61,53,53,48,49
dynamic_nattapon,Nattapol Malapun (PT Prachuap FC),53,53,65,65,56,56,47,47
dynamic_marcos mauro,M. Mauro (PT Prachuap FC),53,54,62,63,59,59,43,42
dynamic_dougall,K. Dougall (PT Prachuap FC),62,63,62,64,63,64,56,57
dynamic_oumari,Joan Oumari (PT Prachuap FC),52,56,60,64,58,62,44,48
dynamic_rufer,A. Rufer (PT Prachuap FC),64,61,60,59,64,61,56,55
dynamic_i. sankhon,I. Sankhon (PT Prachuap FC),59,58,60,59,59,58,49,48
dynamic_nono,Nono (PT Prachuap FC),63,63,49,49,58,58,59,59
dynamic_paris adot,Paris Adot (PT Prachuap FC),61,61,60,60,61,61,56,56
dynamic_barison,A. Barison (PT Prachuap FC),57,54,64,63,59,56,56,55
dynamic_floriano,R. Floriano (PT Prachuap FC),67,65,43,45,62,62,60,61
dynamic_bocalon,R. Bocalon (PT Prachuap FC),60,58,42,44,55,55,63,64
dynamic_fischnaller,M. Fischnaller (PT Prachuap FC),63,64,45,46,58,58,62,61
dynamic_thompson,B. Thompson (PT Prachuap FC),62,64,56,59,64,66,55,56
dynamic_t. sandoval,T. Sandoval (PT Prachuap FC),64,62,44,44,60,59,62,66
dynamic_sülüngöz,B. Sülüngöz (Pendikspor),54,54,66,66,54,55,48,48
dynamic_china,Fábio China (Pendikspor),60,60,60,60,62,62,50,50
dynamic_ponce,A. Ponce (Pendikspor),61,61,47,47,60,60,61,61
dynamic_beck,A. Beck (Pendikspor),60,60,70,73,62,62,49,51
dynamic_coopman,S. Coopman (Pendikspor),70,70,49,52,69,70,58,60
dynamic_serra,J. Serra (Aarhus GF),54,54,47,47,50,50,67,67
dynamic_i. escobar,I. Escobar (Aarhus GF),60,59,59,58,58,57,52,51
dynamic_brenner,Brenner Marlos (Aarhus GF),61,61,43,43,60,60,63,63
dynamic_pedro augusto,Pedro Augusto (Aarhus GF),62,62,59,59,65,65,62,62
dynamic_borgnino,M. Borgnino (Aarhus GF),64,65,48,49,59,59,57,56
dynamic_gustavo bochecha,Gustavo Bochecha (Aarhus GF),65,65,63,63,65,65,54,54
dynamic_lang,C. Lang (Aarhus GF),62,61,45,44,60,59,61,60
dynamic_p. anton,P. Anton (Aarhus GF),65,64,55,54,65,64,56,55
dynamic_matheus,M. Oliveira (Middlesbrough RW),70,70,48,48,63,63,60,60
dynamic_stewart,G. Stewart (Middlesbrough RW),67,67,50,50,64,62,63,62
dynamic_burner,P. Burner (Middlesbrough RW),58,57,58,57,57,56,46,45
dynamic_morris,B. Morris (Detroit City FC),62,62,41,41,56,57,65,65
dynamic_flavio,Flávio Ramos (Detroit City FC),51,51,61,61,54,54,45,45
dynamic_jose carlos,José Carlos (Detroit City FC),60,61,65,65,59,59,49,49
dynamic_gabriel s.,Gabrielzinho (Detroit City FC),64,64,53,53,56,56,59,59
dynamic_schreck,S. Schreck (Detroit City FC),67,67,50,53,64,65,60,62
dynamic_i. ochoa,I. Ochoa (Detroit City FC),64,63,60,59,66,65,60,59
dynamic_hamalainen,N. Hämäläinen (Detroit City FC),60,60,58,61,60,60,50,52
dynamic_wellington,Wellington Carvalho (Detroit City FC),56,56,67,67,55,55,40,40
dynamic_h. keyta,H. Keyta (Detroit City FC),59,60,45,46,52,52,63,64
dynamic_passi,B. Passi (Detroit City FC),54,56,60,63,54,56,48,49
dynamic_angel sanchez,Ángel Sánchez (Detroit City FC),68,68,46,46,60,60,64,64
dynamic_srarfi,B. Srarfi (Detroit City FC),66,66,51,51,60,61,53,53
dynamic_lucas silva,Lucas Silva (Detroit City FC),63,63,46,46,55,55,54,54
dynamic_wyke,C. Wyke (Detroit City FC),59,56,47,44,55,52,65,63
dynamic_leo passos,Léo Passos (Detroit City FC),64,64,46,46,55,55,61,61
dynamic_sorawit,Sorawit Panthong (Police Tero FC),64,64,54,54,65,65,57,57
dynamic_wongsakorn,Wongsakorn C. (Muangthong United FC),66,63,58,55,61,58,57,55
dynamic_betinho,Betinho (Muangthong United FC),67,67,59,59,62,62,58,58
dynamic_capa,Capa (Muangthong United FC),63,63,57,57,58,58,47,47
dynamic_morato,Morato (Muangthong United FC),62,62,46,46,60,60,61,61
dynamic_deli,F. Deli (Muangthong United FC),66,68,57,58,65,66,60,60
dynamic_j. gonzalez,J. González (Muangthong United FC),60,60,60,60,60,60,54,54
dynamic_gökay,G. Güney (Pisa Sporting Club),56,56,65,65,54,52,53,52
dynamic_d. becker,D. Becker (Pisa Sporting Club),66,66,52,55,61,60,57,55
dynamic_carraro,M. Carraro (Pisa Sporting Club),63,64,60,61,63,63,55,54
dynamic_de risio,C. De Risio (Pisa Sporting Club),62,62,58,60,64,65,55,55
dynamic_jorge félix,Jorge Félix (Pisa Sporting Club),61,61,49,49,58,58,67,67
dynamic_de rose,F. De Rose (Pisa Sporting Club),62,62,60,61,64,65,56,56
dynamic_rodolfo,Rodolfo Filemon (Pisa Sporting Club),55,55,66,66,58,58,40,40
dynamic_bruccini,M. Bruccini (Pisa Sporting Club),65,66,60,61,65,65,60,59
dynamic_f. pacheco,F. Pacheco (Pisa Sporting Club),60,62,44,45,57,59,59,59
dynamic_lambropoulos,K. Lambropoulos (BSC Young Boys),54,55,66,68,54,55,48,49
dynamic_e. quinones,E. Quiñónes (BSC Young Boys),63,60,48,49,58,58,59,59
dynamic_c. moya,C. Moya (BSC Young Boys),52,49,62,59,56,53,45,43
dynamic_f. rodrigues,Felipe Rodrigues (BSC Young Boys),61,61,60,60,60,60,57,57
dynamic_todinho,Júnior Todinho (BSC Young Boys),60,60,46,46,55,55,64,64
dynamic_caique sa,Caique Sá (BSC Young Boys),61,61,57,57,59,59,57,57
dynamic_a. rodríguez,A. Rodríguez (BSC Young Boys),66,63,48,47,60,57,61,60
dynamic_mcgeehan,C. McGeehan (BSC Young Boys),62,59,54,51,63,60,55,53
dynamic_mallan,S. Mallan (BSC Young Boys),64,64,55,58,67,68,60,62
dynamic_gilvan,Gilvan (BSC Young Boys),56,56,66,66,52,52,40,40
dynamic_f. galuppini,F. Galuppini (BSC Young Boys),62,64,43,44,58,60,64,64
dynamic_ybanez,E. Ybáñez (BSC Young Boys),62,59,56,57,60,60,55,55
dynamic_g. estigarribia,G. Estigarribia (BSC Young Boys),60,60,44,44,58,56,60,59
dynamic_oberlin,D. Oberlin (BSC Young Boys),60,60,46,49,58,57,60,58
dynamic_g. freitas,G. Freitas (BSC Young Boys),60,60,59,59,64,62,48,47
dynamic_patrick,Patrick (BSC Young Boys),69,69,50,50,67,67,58,58
dynamic_kike,Kike Hermoso (BSC Young Boys),55,55,63,63,56,56,40,40
dynamic_bouzoukis,I. Bouzoukis (BSC Young Boys),68,67,49,48,70,69,57,56
dynamic_knight,J. Knight (BSC Young Boys),59,57,60,60,60,59,53,57
dynamic_s. callegari,S. Callegari (BSC Young Boys),59,59,62,65,56,57,50,52
dynamic_karamoko,S. Karamoko (BSC Young Boys),57,56,60,59,57,56,43,42
dynamic_r. marin,R. Marín (CD Guadalajara),61,59,44,46,55,55,67,68
dynamic_lednev,B. Lednev (CD Guadalajara),66,66,52,52,66,67,59,59
dynamic_kramer,L. Kramer (CD Guadalajara),55,55,61,64,53,54,47,49
dynamic_p. lopez,P. López (CD Guadalajara),67,66,56,55,64,63,57,56
dynamic_perg,M. Perg (CD Guadalajara),56,57,63,64,57,57,44,43
dynamic_guel,M. Guel (USL Dunkerque),66,67,51,52,64,64,60,59
dynamic_maccoppi,A. Maccoppi (USL Dunkerque),68,65,67,66,70,67,54,53
dynamic_ampomah,N. Ampomah (Saint-Gilles BG),62,62,45,48,59,59,56,58
dynamic_ndoye,B. Ndoye (Saint-Gilles BG),52,52,59,59,56,57,47,47
dynamic_blasucci,N. Blasucci (Grasshopper Club Zürich),69,69,48,51,66,66,60,62
dynamic_rodrigues,M. Rodrigues (Grasshopper Club Zürich),55,55,64,64,59,59,49,49
dynamic_capon,B. Capon (Grasshopper Club Zürich),60,60,64,64,59,60,58,58
dynamic_s. lavery,S. Lavery (Grasshopper Club Zürich),58,58,42,45,55,56,65,67
dynamic_fiordaliso,A. Fiordaliso (Grasshopper Club Zürich),60,57,65,64,56,53,50,49
dynamic_d. balanta,D. Balanta (Grasshopper Club Zürich),57,57,65,68,57,56,41,40
dynamic_y. murillo,Y. Murillo (Grasshopper Club Zürich),61,61,58,58,63,64,50,49
dynamic_j. alvarez,J. Álvarez (Grasshopper Club Zürich),63,63,40,40,61,61,63,63
dynamic_l. balanta,L. Balanta (Grasshopper Club Zürich),56,58,60,63,60,62,50,51
dynamic_c. valencia,C. Valencia (Grasshopper Club Zürich),62,59,49,46,58,55,63,61
dynamic_gomez,M. Gómez (Medellín RA),64,64,54,54,63,63,60,60
dynamic_f. burbano,F. Burbano (Boyacá A),59,61,43,44,60,62,60,60
dynamic_r. vanegas,R. Vanegas (Boyacá A),64,62,46,48,57,57,60,61
dynamic_marin,A. Marin (Boyacá A),66,63,45,42,60,57,56,54
dynamic_spelmann,M. Spelmann (Hvidovre IF),68,69,61,62,68,68,59,58
dynamic_dal hende,M. Hende (Hvidovre IF),56,57,56,57,59,59,60,59
dynamic_ramkilde,M. Ramkilde (Hvidovre IF),57,58,45,46,53,53,68,67
dynamic_gronning,S. Grønning (Hvidovre IF),60,60,49,52,52,53,67,69
dynamic_björkander,E. Björkander (Hvidovre IF),55,52,63,64,58,58,46,46
dynamic_nyholm,J. Nyholm (Hvidovre IF),55,55,69,69,60,60,45,45
dynamic_svendsen,S. Svendsen (Hvidovre IF),61,61,47,50,56,57,62,64
dynamic_sackey,I. Sackey (Kasımpaşa SK),59,61,59,62,61,63,52,53
dynamic_berkan emi̇r,B. Emir (Kasımpaşa SK),60,61,58,59,60,61,55,58
dynamic_hakan özmert,H. Özmert (Kasımpaşa SK),66,67,58,59,68,68,58,59
dynamic_seli̇m,S. Ay (Kasımpaşa SK),53,54,67,69,58,59,48,49
dynamic_j.paraiba,Jailton Paraiba (Kasımpaşa SK),64,64,42,42,56,56,60,60
dynamic_m.akça,M. Akça (Pendikspor),55,56,65,66,59,59,49,48
dynamic_guilherme romão,Guilherme Romão (Pendikspor),63,63,57,57,60,60,52,52
dynamic_guilherme rend,Guilherme Rend (Pendikspor),62,62,61,61,62,62,54,54
dynamic_hendry,C. Hendry (Pendikspor),61,58,43,40,57,54,63,61
dynamic_wachpirom,Jakkit Wachpirom (Sukhothai FC),65,65,53,53,61,61,53,53
dynamic_yuthapichai,Yuthapichai Lertlam (Santiago VB),65,65,52,52,60,60,56,56
dynamic_erquiaga,I. Erquiaga (Santiago VB),63,62,59,58,60,59,51,50
dynamic_adilio santos,Adílio Santos (Santiago VB),63,63,51,51,59,59,65,65
dynamic_da,J. Da (Santiago VB),60,60,65,66,61,62,52,53
dynamic_blanco,A. Blanco (Santiago VB),60,62,42,45,58,60,67,68
dynamic_jhony,Jhony Douglas (Santiago VB),60,60,63,63,59,59,58,58
dynamic_trávník,M. Trávník (Santiago VB),64,65,53,54,65,65,57,56
dynamic_mitrovic,N. Mitrovič (Santiago VB),50,50,61,64,56,56,46,48
dynamic_kelly,D. Kelly (Santiago VB),60,57,40,40,54,51,60,59
dynamic_necul,L. Necul (Santiago VB),71,73,47,50,64,66,59,60
dynamic_gvilia,V. Gvilia (Santiago VB),65,65,54,54,66,66,57,57
dynamic_kerr,J. Kerr (Santiago VB),58,58,63,63,60,60,49,49
dynamic_nazaryna,E. Nazaryna (Santiago VB),65,62,60,61,65,65,55,55
dynamic_ferigra,E. Ferigra (Santiago VB),58,55,62,63,59,59,48,48
dynamic_fochive,G. Fochive (Santiago VB),64,64,58,58,65,63,53,52
dynamic_edwards,R. Edwards (Santiago VB),53,51,64,66,52,52,44,45
dynamic_gonzalez,C. González (Santiago VB),56,53,63,62,60,57,44,43
dynamic_mi̇rza,M. Cihan (Gaziantep FK),65,66,50,51,59,59,60,59
dynamic_tsitaishvili,G. Tsitaishvili (Gaziantep FK),64,64,40,40,63,61,59,58
dynamic_c.smith,C. Smith (Eupen ZW),69,66,49,46,66,63,60,58
dynamic_cafer,C. Tosun (Eupen ZW),67,64,57,54,68,65,60,58
dynamic_w.satsanapong,Satsanapong W. (Nakhonpathom United FC),59,59,59,62,59,56,45,48
dynamic_verzura,Gionata Verzura (Leo Chiangrai United FC),64,64,55,55,67,67,55,55
dynamic_sila,Sila Srikampang (Lamphun Warriors FC),63,63,58,58,60,60,50,50
dynamic_jaturapat,Jaturapat Satham (Port FC),60,60,56,56,60,60,45,45
dynamic_j.nattawut,Nattawut Jaroenbut (Port FC),68,68,58,58,67,67,53,53
dynamic_apisit .k,Apisit Khuankwai (Port FC),53,53,65,65,54,54,44,44
dynamic_patcharapol,Patcharapol Intanee (Lamphun Warriors FC),61,61,65,65,61,61,50,50
dynamic_a.peerawat,Peerawat Akkratum (PT Prachuap FC),60,60,64,64,61,61,45,45
dynamic_noppol,Noppol Pitafai (Ratchaburi FC),63,63,61,61,60,60,52,52
dynamic_parndecha.n,Parndecha N. (Khonkaen United FC),66,66,55,58,68,68,54,56
dynamic_janepob,Janepob Phokhi (Police Tero FC),67,67,43,43,58,58,66,66
dynamic_piyarat,Piyarat Lajungreed (Sukhothai FC),60,60,60,60,56,56,47,47
dynamic_sansern,Sansern Limwatthana (Sukhothai FC),70,70,55,55,71,71,54,54
dynamic_sugawara,R. Sugawara (Vegalta Sendai),62,60,41,43,59,59,69,70
dynamic_fukuda,S. Fukuda (Kyoto Sanga F.C.),65,65,60,63,60,61,47,49
dynamic_hirase,D. Hirase (Renofa Yamaguchi FC),58,58,69,72,57,56,48,46
dynamic_adžić,L. Adžić (Renofa Yamaguchi FC),62,64,52,55,62,64,60,61
dynamic_muaddarak,Tassanapong M. (True Bangkok United FC),63,64,64,65,63,63,52,51
dynamic_surachat,Surachat Sareepim (BG Pathum United FC),67,67,54,54,60,60,60,60
dynamic_sanchai,Sanchai Nonthasira (Ratchaburi FC),61,61,58,58,56,56,45,45
dynamic_auksornsri,Thitathorn A. (Port FC),60,60,60,60,57,57,46,46
dynamic_sittichok,Sittichok Tudsanai (Police Tero FC),69,69,58,58,68,68,55,55
dynamic_auksornsri,Thitawee Auksornsri (Trat FC),56,56,65,65,58,58,45,45
dynamic_supravee m.,Supravee Miprathang (Trat FC),60,60,58,58,62,62,46,46
dynamic_pumin,Pumin Kaewta (Muangthong United FC),67,67,46,46,57,57,60,60
dynamic_sanmahung,Netipong Sanmahung (Uthai Thani FC),52,52,68,68,53,53,44,44
dynamic_chaowana,Yotsak Chaowana (Police Tero FC),67,67,46,46,58,58,58,58
dynamic_decha,Decha Srangdee (Police Tero FC),62,62,60,60,62,62,46,46
dynamic_mulraney,J. Mulraney (Nakhonpathom United FC),59,59,48,48,56,56,58,58
dynamic_ganea,C. Ganea (Nakhonpathom United FC),61,58,58,55,60,57,51,49
dynamic_markel,Markel Lozano (Nakhonpathom United FC),58,58,60,60,60,60,48,48
dynamic_m'bakata,S. M'Bakata (Gaziantep FK),60,60,58,61,60,61,49,51
dynamic_nkama,C. Nkama (FC Lugano),63,60,67,64,61,58,52,50
dynamic_tuncer,A. Tunçer (FC Lugano),62,59,52,51,58,55,60,59
dynamic_rangsan,Rangsan Wiroonsri (Trat FC),63,63,59,59,66,66,54,54
dynamic_airfan,Airfan Doloh (Uthai Thani FC),66,66,60,60,69,69,54,54
dynamic_cardoso,Gonçalo Cardoso (Uthai Thani FC),60,60,64,64,59,59,51,51
dynamic_khamsuk,Phattharaphol K. (Uthai Thani FC),67,68,47,49,67,68,60,61
dynamic_gong,H. Gong (Uthai Thani FC),61,62,42,43,60,60,61,62
dynamic_arena,N. Arena (Uthai Thani FC),63,64,60,61,60,60,51,50
dynamic_korawich,Korawich Tasa (Ratchaburi FC),65,65,42,42,53,53,66,66
dynamic_seçgin,E. Seçgin (Ratchaburi FC),70,67,55,56,69,69,58,58
dynamic_zé ricardo,Zé Ricardo (Ratchaburi FC),64,64,60,60,64,64,60,60
dynamic_nouga,P. Nouga (Ratchaburi FC),53,52,65,64,55,54,45,44
dynamic_sheaf,M. Sheaf (Ross County FC),66,67,55,56,67,67,59,58
dynamic_svarnas,E. Svarnas (Ross County FC),54,51,62,63,53,53,48,48
dynamic_jean lucas,Jean Lucas (Ross County FC),68,68,56,56,61,61,64,64
dynamic_diaz,A. Díaz (Ross County FC),64,66,44,47,60,62,60,61
dynamic_nuhu,M. Nuhu (FC St. Gallen 1879),52,52,64,67,53,54,46,48
dynamic_muanmart,Possawee Muanmart (Uthai Thani FC),63,63,68,68,60,60,49,49
dynamic_pongsakon,Pongsakon Sirot (Uthai Thani FC),66,66,62,62,65,65,55,55
dynamic_surawich,Surawich Logarwit (Sukhothai FC),65,65,56,56,59,59,52,52
dynamic_adisak,Adisak Harntes (PT Prachuap FC),59,59,60,60,61,61,46,46
dynamic_abdulhafis,Abdulhafis Beraheng (Police Tero FC),62,62,53,53,60,60,54,54
dynamic_chinnawat,Chinnawat Wongchai (Port FC),61,61,70,70,62,62,52,52
dynamic_mcintyre,T. McIntyre (Uthai Thani FC),58,56,61,61,60,59,43,47
dynamic_oğuzhan akgün,O. Akgün (Beşiktaş JK),66,63,44,45,59,59,62,66
dynamic_dewaele,S. Dewaele (Beşiktaş JK),64,64,58,61,66,67,53,55
dynamic_ramirez,R. Ramírez (Beşiktaş JK),65,66,40,41,60,60,65,64
dynamic_kapi,M. Kapı (Beşiktaş JK),70,71,55,56,69,69,54,53
dynamic_plaza,S. Plaza (Beşiktaş JK),60,60,46,49,53,52,62,60
dynamic_matheus silva,Matheus Silva (Fatih Karagümrük),60,60,58,58,58,58,51,51
dynamic_garcia,H. García (Fatih Karagümrük),64,61,52,51,64,61,64,63
dynamic_zuta,L. Zuta (Fatih Karagümrük),57,59,63,66,58,60,51,52
dynamic_d. gonzalez,D. González Saavedra (Fatih Karagümrük),63,63,66,69,60,59,53,51
dynamic_victor bobsin,Victor Bobsin (Fatih Karagümrük),72,72,58,58,71,71,51,51
dynamic_guedes,Renan Guedes (Fatih Karagümrük),58,58,58,58,57,57,50,50
dynamic_leandro camilo,Leandro Camilo (Fatih Karagümrük),52,52,70,70,54,54,40,40
dynamic_marcondes,Marcondes (Fatih Karagümrük),54,54,65,65,57,57,40,40
dynamic_caio dantas,Caio Dantas (Fatih Karagümrük),59,59,46,46,57,57,68,68
dynamic_rick,Rick (Fatih Karagümrük),62,62,47,47,61,61,60,60
dynamic_ugarriza,A. Ugarriza (Fatih Karagümrük),59,56,47,46,55,52,61,60
dynamic_ale díez,Ale Díez (Fatih Karagümrük),62,63,57,58,59,60,48,49
dynamic_neyder l.,N. Lozano (Fatih Karagümrük),53,53,63,66,61,61,48,50
dynamic_karakuş,E. Karakuş (Iwaki FC),60,57,44,45,52,52,69,69
dynamic_saintini,N. Saintini (Iwaki FC),53,53,63,66,57,57,45,47
dynamic_cristian,C. Rodríguez (Çaykur Rizespor),66,66,54,54,65,65,58,58
dynamic_pharadon,Pharadon Phatthaphon (Trat FC),61,61,57,57,59,59,51,51
dynamic_sarawut,Sarawut Y. (Trat FC),61,61,62,62,62,62,51,51
dynamic_carrero,D. Carrero (Trat FC),55,55,61,64,63,62,44,42
dynamic_munoz,C. Muñoz (Santiago VB),56,53,68,67,58,55,48,47
dynamic_chakkit.l,Chakkit Laptrakul (PT Prachuap FC),65,65,51,51,61,61,56,56
dynamic_thongsaengphrao,Jirawat T. (Police Tero FC),57,55,58,58,55,54,46,50
dynamic_wattanakorn,Wattanakorn S. (BG Pathum United FC),60,60,59,62,55,56,45,47
dynamic_rittiporn,Rittiporn Whanchuen (Trat FC),59,59,44,44,53,53,67,67
dynamic_kvekveskiri,N. Kvekveskiri (Trat FC),65,65,61,64,65,65,56,58
dynamic_velkoski,K. Velkoski (Trat FC),64,65,48,50,64,65,62,63
